# H0 k Omega_rbh chi2
7.495333180457498656e+01 4.096698384139855875e+00 8.866055520085484865e-02 1.547078704407867988e+01
7.505240764326721603e+01 3.955628562360514966e+00 7.415728043928093705e-02 1.573774536652551603e+01
7.532977503862230151e+01 3.876980488345066256e+00 7.067313229831764798e-02 1.697741647626338590e+01
7.521755487165579268e+01 3.519462026693800816e+00 6.559532029199569014e-02 1.650520058884006502e+01
7.523508584639101571e+01 3.646822946111261121e+00 6.287651506153088543e-02 1.649222753727720558e+01
7.538879361230932830e+01 3.332581475463411991e+00 9.212731107477376002e-02 1.794266760518783244e+01
7.542716793498811967e+01 3.487207735647843698e+00 8.497655444895152455e-02 1.789073941742182328e+01
7.495347223187735608e+01 3.775802248263059990e+00 8.552665769353630376e-02 1.556610507604973037e+01
7.493503489734024470e+01 3.684862102633781777e+00 8.350339949574363263e-02 1.550141058344453349e+01
7.463614465904912265e+01 3.746267722419498902e+00 8.323000129411989301e-02 1.433055686374997961e+01
7.444487565820978148e+01 3.780309819378458780e+00 7.365537976838559819e-02 1.354407810296764758e+01
7.404263994487585876e+01 3.973832200792337677e+00 9.770560273278816599e-02 1.268496353157495804e+01
7.376159058169110949e+01 4.310774687463878152e+00 1.071075948858833532e-01 1.206910968259949435e+01
7.405841486617661928e+01 4.043359383042001376e+00 1.072914218310409840e-01 1.281701182867611521e+01
7.321658582834204765e+01 3.900293813327875281e+00 1.263884117620950320e-01 1.175667930327824706e+01
7.386215367146645860e+01 3.815925333951484699e+00 1.134916487497868443e-01 1.257580781880932008e+01
7.406494678652177299e+01 3.705134546031259468e+00 1.202467359210346032e-01 1.321024199852645786e+01
7.347515190977320287e+01 3.606076731897615684e+00 1.208914071574815202e-01 1.214324962236448435e+01
7.365580114977979065e+01 3.381429368009630565e+00 1.238189720440552172e-01 1.263777022708664788e+01
7.330270635097413390e+01 3.745535279971826448e+00 1.190236979325802746e-01 1.182450946215805843e+01
7.356339408403427171e+01 3.766156219142569039e+00 1.370957361858091694e-01 1.241055191551138037e+01
7.356339408403427171e+01 3.766156219142569039e+00 1.370957361858091694e-01 1.241055191551138037e+01
7.338899476005988731e+01 3.773547046531065874e+00 1.393168028934018976e-01 1.219444266512289410e+01
7.330770960930072988e+01 4.029766967960555668e+00 1.336508216807107963e-01 1.186426671063086857e+01
7.322145671186119387e+01 4.068088313427328018e+00 1.510010099079029389e-01 1.197898166403778930e+01
7.333704713673786557e+01 3.843600396744664138e+00 1.534208165698925097e-01 1.228899699502124854e+01
7.302718202686783400e+01 3.943180535448444601e+00 1.567956295063699934e-01 1.199956727179431226e+01
7.291420164370752843e+01 4.001999572702412244e+00 1.628811762686470654e-01 1.198926851706757901e+01
7.279106535324039839e+01 4.042759058863674149e+00 1.616187660961779515e-01 1.191842085660130479e+01
7.279106535324039839e+01 4.042759058863674149e+00 1.616187660961779515e-01 1.191842085660130479e+01
7.278093159792403810e+01 4.138360320140419546e+00 1.586020859671592731e-01 1.182004524542384694e+01
7.265859820014648562e+01 4.539316971581467186e+00 1.602911450568944851e-01 1.163311541865417453e+01
7.283151551246803024e+01 4.181701434949712137e+00 1.664492470085615905e-01 1.189129223385330825e+01
7.257288188150546659e+01 4.185715863139686022e+00 1.592807873059838564e-01 1.183178108052760535e+01
7.273467567346618523e+01 4.447536236006281563e+00 1.694799777996435219e-01 1.176236268785922690e+01
7.303455478276852375e+01 4.420904048041789380e+00 1.600394032057248783e-01 1.174475849271133221e+01
7.303455478276852375e+01 4.420904048041789380e+00 1.600394032057248783e-01 1.174475849271133221e+01
7.317679955637889577e+01 4.450898010635470747e+00 1.716082096602998819e-01 1.194991760003909143e+01
7.319108282113339214e+01 4.509146089831250315e+00 1.756322289651867652e-01 1.197103835882864864e+01
7.305941436641660403e+01 4.383473654902361183e+00 1.781887524802383549e-01 1.198585002825803691e+01
7.340827847778447790e+01 3.969679456752879254e+00 1.853233677191077899e-01 1.274906013179061048e+01
7.348638688579433165e+01 4.272201545955642388e+00 1.882961929077334173e-01 1.263316746250370670e+01
7.332790900605746742e+01 4.464143209123268008e+00 1.911453870177809988e-01 1.231533363979836082e+01
7.344552855964927573e+01 4.644198567863875304e+00 1.844419286561507498e-01 1.225996509294265557e+01
7.348928999235985771e+01 4.605375256697797681e+00 1.934006915909638746e-01 1.244863220724889707e+01
7.341351855061715526e+01 4.255376975435948950e+00 1.979808352514865200e-01 1.267711620013166751e+01
7.336556329481445005e+01 4.008568129942505109e+00 1.914373443776029859e-01 1.274852150115495419e+01
7.367635073143289048e+01 4.253595220097681207e+00 1.725488667560520772e-01 1.274528977559562115e+01
7.369940033760028086e+01 3.773848719575812360e+00 1.754771359235375028e-01 1.326163333475570738e+01
7.399523824749182666e+01 3.632434825356296582e+00 1.876988793527050170e-01 1.431611752025492734e+01
7.381066830097434206e+01 3.306797964772507648e+00 1.847351383298829752e-01 1.428763000658151405e+01
7.381066830097434206e+01 3.306797964772507648e+00 1.847351383298829752e-01 1.428763000658151405e+01
7.376829536069948290e+01 3.475023401892623820e+00 1.815626444379868087e-01 1.387641079072134254e+01
7.422848903570957191e+01 3.399611900302561551e+00 1.863995726979780498e-01 1.528290484675195948e+01
7.422848903570957191e+01 3.399611900302561551e+00 1.863995726979780498e-01 1.528290484675195948e+01
7.371620191238383768e+01 3.755465512708318965e+00 1.927679351453255863e-01 1.362147346565952155e+01
7.371620191238383768e+01 3.755465512708318965e+00 1.927679351453255863e-01 1.362147346565952155e+01
7.359339672133489785e+01 3.432422065170853465e+00 1.839975478008008258e-01 1.364334892284978196e+01
7.315377320783819926e+01 3.561181540677049728e+00 1.886961317007117556e-01 1.296536259741362329e+01
7.368398201484851029e+01 3.423985842246139999e+00 1.943119122021894629e-01 1.404838283085919137e+01
7.372546656845861435e+01 3.421061532401681315e+00 1.925882513892048509e-01 1.410035601461650678e+01
7.377119901832148230e+01 3.529284583374418194e+00 1.865623138897041788e-01 1.391056558242070196e+01
7.388021298409651649e+01 3.557155964447092700e+00 1.913809034797672171e-01 1.421385988382604815e+01
7.423945393130516379e+01 3.821703381581350811e+00 1.788714183311889694e-01 1.458774958108077691e+01
7.400234026009459853e+01 3.868110622328014170e+00 1.480754786038096238e-01 1.337955297636037777e+01
7.393784012132918804e+01 4.088980712133011508e+00 1.453994989147829597e-01 1.302389895553091037e+01
7.379890997888509219e+01 4.292310586618317103e+00 1.426615040995596606e-01 1.256647319669513330e+01
7.379890997888509219e+01 4.292310586618317103e+00 1.426615040995596606e-01 1.256647319669513330e+01
7.405028714877461482e+01 3.948493968474642291e+00 1.314001994885029001e-01 1.318373516209621776e+01
7.399784540575761582e+01 4.094193138189094583e+00 1.138350710193835186e-01 1.273326789603744835e+01
7.427827231129620600e+01 4.067771338314645213e+00 1.083027990508049349e-01 1.339918446923434381e+01
7.461356849827714655e+01 3.797717060063242833e+00 9.394644768907574328e-02 1.439012596058911697e+01
7.445041373326105827e+01 3.737263420762234833e+00 8.748210211311127638e-02 1.377876841022911769e+01
7.445041373326105827e+01 3.737263420762234833e+00 8.748210211311127638e-02 1.377876841022911769e+01
7.418822646161470402e+01 3.813533786881765586e+00 1.111004850517236936e-01 1.332311339010546902e+01
7.390980155790299477e+01 3.728166326550617971e+00 1.131943333896270748e-01 1.272347621779888627e+01
7.379702108749742706e+01 3.314257631918889224e+00 1.193828038049428719e-01 1.287945460721068081e+01
7.370043635374294411e+01 3.205550725422670943e+00 1.272283603589342837e-01 1.293874032764808035e+01
7.325918541389116001e+01 3.155377672241855169e+00 1.260677518719126866e-01 1.232095859125261939e+01
7.284043360085715335e+01 2.859164303871984725e+00 1.359746560688646633e-01 1.256000057784168966e+01
7.258065920749845645e+01 3.056647109209110980e+00 1.485642699104997855e-01 1.258405257801529409e+01
7.285299290546011264e+01 2.811056924935303680e+00 1.278251637142520658e-01 1.243475568875436998e+01
7.277993709137740552e+01 2.596548924662414048e+00 1.126905002578508924e-01 1.230583878940404929e+01
7.239383840950149818e+01 2.929610845857639312e+00 9.985099797902820262e-02 1.186986594843985365e+01
7.263220763332512320e+01 3.279008019889058989e+00 8.707111531461828036e-02 1.137482436475707281e+01
7.263220763332512320e+01 3.279008019889058989e+00 8.707111531461828036e-02 1.137482436475707281e+01
7.252341652242226644e+01 3.270472434296056274e+00 1.045015219906904047e-01 1.166674738703382808e+01
7.227025761774872592e+01 3.513308905515150737e+00 8.924789030772085907e-02 1.155275357186386209e+01
7.228651393864426211e+01 3.788992677148582455e+00 6.905813648726460974e-02 1.126005993238548264e+01
7.178392810848657746e+01 3.931129901986774922e+00 6.580290123426836557e-02 1.198606821118042021e+01
7.201936984491662486e+01 3.938490911367138025e+00 5.327021645654828053e-02 1.146534738323438951e+01
7.190165469893636896e+01 3.986399257880089753e+00 6.268471343912615512e-02 1.172869506816839014e+01
7.200640633568082194e+01 3.722371250040694246e+00 5.020347216498027842e-02 1.148903521879754841e+01
7.208337774796949304e+01 3.621943000308900373e+00 6.928770199236791716e-02 1.154887694890010330e+01
7.271514124254795775e+01 3.343671545890398722e+00 5.640565131461799248e-02 1.094925227897709341e+01
7.361561699684672533e+01 3.403195120189233425e+00 6.109914439130810504e-02 1.156996327105789035e+01
7.336971160499150812e+01 3.518617852968848325e+00 5.014518906379483026e-02 1.109341761320315634e+01
7.333078930984166277e+01 3.797770573502783353e+00 6.528628392293478466e-02 1.116599546678036958e+01
7.306304514931970573e+01 3.480321328603042552e+00 6.104448097094461456e-02 1.100742899991714374e+01
7.386962438023692812e+01 3.446005556721293051e+00 6.126521174327243663e-02 1.200658099111327992e+01
7.452631940903863494e+01 3.206689894784035211e+00 6.154327199896071632e-02 1.382961002974770892e+01
7.464982181641387626e+01 3.283340992106029255e+00 7.557046278305422360e-02 1.447142731490091982e+01
7.464982181641387626e+01 3.283340992106029255e+00 7.557046278305422360e-02 1.447142731490091982e+01
7.482499753734137471e+01 2.935778705980993220e+00 9.457081200835132373e-02 1.577476931945196092e+01
7.482499753734137471e+01 2.935778705980993220e+00 9.457081200835132373e-02 1.577476931945196092e+01
7.456267131123821912e+01 2.764914030060065198e+00 9.801737754337243314e-02 1.503822235810276986e+01
7.445598907166044000e+01 2.656628772066870425e+00 9.455603941368652399e-02 1.469390477712871501e+01
7.449962484297415699e+01 2.390074714945124690e+00 8.746882891770720037e-02 1.492582352279113422e+01
7.421785901671894692e+01 2.035076078996712834e+00 6.747354552896568658e-02 1.377594578075396292e+01
7.401663844357683786e+01 1.812606291617423038e+00 7.156615841342089945e-02 1.363831254745144861e+01
7.391760764354745561e+01 1.958390536317605735e+00 6.819386042936420589e-02 1.310831540911883764e+01
7.408383181108426641e+01 1.943364676011235970e+00 7.872987736108413848e-02 1.391354199276419834e+01
7.364827059039745905e+01 1.480023369106324704e+00 8.010301652245281623e-02 1.374706963286419636e+01
7.330831118061644247e+01 1.130821212268739551e+00 8.731227696540667937e-02 1.453744506319527119e+01
7.330831118061644247e+01 1.130821212268739551e+00 8.731227696540667937e-02 1.453744506319527119e+01
7.298162882850846245e+01 1.241903896531677542e+00 7.133217149941969981e-02 1.290720889017492823e+01
7.330561734796390283e+01 1.291555881254377924e+00 5.665044015730177906e-02 1.237973562175106856e+01
7.348991278351120116e+01 1.388477831427860520e+00 3.373634957151275260e-02 1.159335694300445141e+01
7.321501835289757310e+01 1.367088941140860436e+00 4.128056295562144290e-02 1.157488090156684635e+01
7.340159827226771938e+01 1.158615945666897629e+00 4.170977961384945976e-02 1.195600177547493637e+01
7.323161497741166670e+01 1.386335901140739235e+00 4.097605830955091538e-02 1.156496707463457341e+01
7.340018110553768338e+01 1.528219459465392394e+00 4.403557940213803645e-02 1.174741401585973399e+01
7.368075629068233923e+01 1.626885482345107548e+00 5.825974719533322937e-02 1.260887651219126759e+01
7.381182222297823614e+01 1.509413143116861811e+00 3.159022691873340782e-02 1.198761919756822891e+01
7.347242326213557817e+01 1.662450645921413006e+00 2.862361627510367351e-02 1.130323759045346499e+01
7.339713547215957590e+01 1.655604769676993326e+00 1.702158818708582669e-02 1.093756373279638083e+01
7.300965063158599833e+01 1.997458249295394506e+00 2.075160841686539415e-02 1.070744238413294980e+01
7.300965063158599833e+01 1.997458249295394506e+00 2.075160841686539415e-02 1.070744238413294980e+01
